"date","region","kata","market","market_id","latitude","longitude","category","commodity","commodity_id","unit","pricetype","currency","price","season"
"2025-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","230000","kiangazi kikuu"
"2025-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","220000","kiangazi kikuu"
"2025-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","228000","kiangazi kikuu"
"2025-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","228000","kiangazi kikuu"
"2025-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","223636","vuli"
"2025-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","238182","vuli"
"2025-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","255000","vuli"
"2025-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","255500","vuli"
"2026-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","267727","kiangazi kifupi"
"2026-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","262727","kiangazi kifupi"
"2026-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","272500","kiangazi kifupi"
"2026-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","233333","kiangazi kifupi"
"2026-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","296154","masika"
"2026-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","221923","masika"
"2026-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","265000","masika"
"2026-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","225000","masika"
"2026-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","259000","masika"
"2026-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","225000","masika"
